time_s,enf_hz
0,50.01527382463522
1,50.01775580653434
2,50.01775580653434
3,50.00874345158271
4,50.003561198827455
5,49.9885923714782
6,49.9885923714782
7,49.9885923714782
8,49.990918175952864
9,49.9952959201597
10,49.9952959201597
